#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names and their genders, exported from the behindthename.com database.
# Wed, 24 Dec 2025 00:03:14 -0800
#
# name	gender
Ance	f
Anchises	m
Anĉjo	m
Ancuța	f
Anđa	f
Anda	f
Ándaras	m
Andebert	m
Anđela	f
Anděla	f
Anđelka	f
Anđelko	m
Anđelo	m
Andeolus	m
Ander	m
Anders	m
Anderson	m
Andi	fm
Andie	mf
Andile	mf
Andis	m
Andjela	f
Andon	m
Andoni	m
Andor	m
Andra	f
Andrada	f
Andranik	m
András	m
Andras	m
Andraste	f
Andraž	m
Andre	m
André	m
Andréa	f
Andrea	mf
Andréanne	f
Andreas	m
Andrée	f
Andreea	f
Andrei	m
Andréia	f
Andreia	f
Andreina	f
Andrej	m
Andreja	fm
Andrejs	m
Andrés	m
Andres	m
Andrés Felipe	m
Andressa	f
Andreu	m
Andrew	m
Andrey	m
Andreza	f
Andri	m
Andria	m
Andriana	f
Andries	m
Andrii	m
Andrija	m
Andrijana	f
Andrina	f
Andrine	f
Andris	m
Andrius	m
Andriy	m
Andro	m
Androcles	m
Androkles	m
Andromache	f
Andromachi	f
Andromeda	f
Andronicus	m
Andronika	f
Androniki	f
Andronikos	m
Andrus	m
Andrzej	m
Andy	mf
Andżelika	f
Ane	fm
Aneira	f
Aneirin	m
Anej	m
Aneja	f
Anelė	f
Anelia	f
Anelie	f
Aneliya	f
Anemone	f
Anes	m
Anestis	m
Aneta	f
Anete	f
Anett	f
Anette	f
Aneurin	m
Anežka	f
Anfisa	f
Ange	mf
Ángel	m
Àngel	m
Angel	mf
Ángela	f
Àngela	f
Ângela	f
Angéla	f
Angela	f
Angèle	f
Angelė	f
Ángeles	f
Angelia	f
Angélica	f
Angelica	f
Angelien	f
Angelika	f
Angeliki	f
Angelina	f
Angeline	f
Angelino	m
Angélique	f
Angelique	f
Angelita	f
Angelle	f
Ângelo	m
Angelo	m
Angelos	m
Àngels	f
Angelus	m
Angerona	f
Anggun	fm
Angharad	f
Anghel	m
Ànghela	f
Anghelina	f
Ànghelu	m
Angie	f
Angilbert	m
Angiola	f
Angiolo	m
Angjelko	m
Angra Mainyu	m
Angrboða	f
Angus	m
Angustias	f
Angyalka	f
Anh	mf
Anhelina	f
Ani	f
Ania	f
Aníbal	m
Anica	f
Anicet	m
Aniceta	f
Anicetas	m
Aniceto	m
Anicetus	m
Aniela	f
Anielka	f
Aniello	m
Anik	m
Anika	f
Aniket	m
Aniketos	m
Anikó	f
Anıl	m
Anil	m
Anila	fm
Anima	f
Animikii	m
Anina	f
Aniol	m
Aniruddha	m
Anis	m
Anisa	f
Anise	f
Anish	m
Anisha	f
Anisim	m
Anișoara	f
Anissa	f
Anit	m
Anita	f
Aniya	f
Aniyah	f
Anja	f
Anjali	f
Anjan	m
Anjana	fm
Anjanette	f
Anjelica	f
Anjelika	f
Anka	f
Ankarl	m
Anke	f
Anker	m
Ankhbayar	mf
Ankhesenamun	f
Anki	f
Ankica	f
Ankit	m
Ankita	f
Ankur	m
Ann	f
Anna	f
Annabel	f
Annabella	f
Annabelle	f
Annabeth	f
Annachiara	f
Annag	f
Annagül	f
Annaig	f
Annalee	f
Annalena	f
Anna-Liisa	f
Annalisa	f
Annalise	f
Anna Maria	f
Annamária	f
Annamaria	f
Annarita	f
Annas	m
Annbjørg	f
Ann-Christine	f
Anne	fm
Annegret	f
Annei	m
Anneka	f
Anneke	f
Anne-Laure	f
Anneli	f
Annelie	f
Annelien	f
Annelies	f
Anneliese	f
Anne-Lise	f
Annelise	f
Annelore	f
Anne-Marie	f
Annemarie	f
Annemiek	f
Annemieke	f
Annerose	f
Anne-Sophie	f
Annet	f
Annett	f
Annetta	f
Annette	f
Anni	f
Annibale	m
Annica	f
Annice	f
Annick	f
Annie	f
Anniina	f
Annija	f
Annika	f
Anniken	f
Annikki	f
Annis	f
Annisa	f
Ann-Katrin	f
Ann-Kristin	f
Annmarie	f
Annora	f
Annukka	f
Annunciata	f
Annunziata	f
Annunziato	m
Annushka	f
Annuska	f
Anny	f
Anona	f
Anong	f
Anoop	m
Anoubis	m
Anouk	f
Anoukis	f
Anouschka	f
Anoush	f
Anoushka	f
Anouska	f
Anraí	m
Anri	m
Ans	f
Ansa	f
Ansaldo	m
Ansar	m
Ansbert	m
Ansegar	m
Ansehelm	m
Ansel	m
Anselm	m
Anselma	f
Anselme	m
Anselmi	m
Anselmo	m
Ansgar	m
Anshel	m
Ansley	f
Anso	m
Ansoald	m
Anson	m
Anssi	m
Ansugaizaz	m
Ansuwaldaz	m
Antal	m
Antanas	m
Antanina	f
Antaram	f
Antares	m
Ante	m
Antea	f
Antelmo	m
Antenor	m
Antero	m
Anteros	m
Anterus	m
Anthea	f
Antheia	f
Anthelm	m
Anthelme	m
Anthi	f
Anthimos	m
Anthony	m
Anthoula	f
Anthousa	f
Anti	m
Antía	f
Antica	f
Anticlea	f
Antigone	f
Antigoni	f
Antigonos	m
Antigonus	m
Antikleia	f
Antikles	m
Antiman	m
Antimo	m
Antinanco	m
Antiochos	m
Antiochus	m
Antioco	m
Antiogu	m
Antiope	f
Antiopi	f
Antipater	m
Antipatros	m
Antje	f
Anto	m
Antoaneta	f
Antoine	m
Antoinette	f
Antón	m
Anton	m
Antonela	f
Antonella	f
Antonello	m
Antonette	f
Antoni	m
Antónia	f
Antônia	f
Antonia	f
Antonie	fm
Antonieta	f
Antonietta	f
Antonij	m
Antonija	f
Antonije	m
Antonijo	m
Antonín	m
Antonin	m
Antoņina	f
Antonina	f
Antonine	f
Antonino	m
Antoninus	m
António	m
Antônio	m
Antonio	m
Antonio Pio	m
Antonios	m
Antonis	m
Antoñita	f
Antoniu	m
Antonius	m
Antoniy	m
Antoniya	f
Antono	m
Antons	m
Antony	m
Antoon	m
Ants	m
Antti	m
Antton	m
Anttoni	m
Antun	m
Antwan	m
Anu	fm
Anubis	m
Anuj	m
Anuja	f
Anuket	f
Anuki	f
Anuli	f
Anunciación	f
Anundr	m
Anup	m
Anupam	m
Anupama	f
Anuradha	f
Anurag	m
Anuša	f
Anuschka	f
Anush	f
Anushka	f
Ənvər	m
Anvar	m
Änwär	m
Anwar	m
Anwen	f
Anwer	m
Ánxela	f
Anxhela	f
Anxo	m
Anya	f
Anže	m
Anžej	m
Anželika	f
Anzhela	f
Anzhelika	f
Anzhelina	f
Anzo	m
Anzor	m
Ao	mf
Aod	m
Aodh	m
Aodhagán	m
Aodhán	m
Aoede	f
Aoi	fm
Aoibhe	f
Aoibheann	f
Aoibhín	f
Aoibhinn	f
Aoide	f
Aoife	f
Aonghas	m
Aonghus	m
Aoto	m
Apanii	f
Aparajita	f
Aparecida	f
Aparecido	m
Aparna	f
Apelles	m
Aphra	f
Aphrodisia	f
Aphrodisios	m
Aphrodite	f
Apikalia	f
Apis	m
Apolena	f
Apolinar	m
Apolinary	m
Apollinaire	m
Apollinaris	m
Apollinariya	f
Apolline	f
Apollo	m
Apollodoros	m
Apollon	m
Apollonia	f
Apollonides	m
Apollonios	m
Apollonius	m
Apolónia	f
Apolônia	f
Apolonia	f
Apolonija	f
Apoorva	mf
Apostol	m
Apostolis	m
Apostolos	m
Apphia	f
Appius	m
Apple	f
April	f
Apurva	mf
Aputsiaq	m
Aqbota	f
Aqeel	m
Aqerke	f
Aqil	m
Aqila	f
Aqissiaq	m
Aqmaral	f
Aqniet	fm
Aqsa	f
Aquila	mf
Aquiles	m
Aquilina	f
Aquilino	m
Aquilinus	m
Ara	m
Arabella	f
Arabinda	m
Araceli	f
Aracelis	f
Aracely	f
Arachne	f
Aradhana	f
Aragorn	m
Arailym	f
Arakel	m
Aram	m
Aramazd	m
Araminta	f
Aramis	m
Aran	mf
Arancha	f
Aranka	f
Aranrhod	f
Arantxa	f
Arantza	f
Arantzazu	f
Aranza	f
Aránzazu	f
Ararat	m
Aras	m
Arash	m
Arastoo	m
Arata	m
Arati	f
Aratz	m
Aravind	m
Aravinda	m
Arawn	m
Arax	f
Araya	m
Arayik	m
Araylym	f
Arbana	f
Arbel	fm
Arben	m
Arcade	mf
Arcadia	f
Arcadio	m
Arcadius	m
Arcangela	f
Arcangelo	m
Arcelia	f
Arch	m
Archana	f
Archelaos	m
Archelaus	m
Archembald	m
Archer	m
Archestrate	f
Archestratos	m
Archestratus	m
Archibald	m
Archie	m
Archil	m
Archimedes	m
Archippe	f
Archippos	m
Archippus	m
Arcturus	m
Arda	m
Ardal	m
Ardalion	m
Ardashir	m
Ardath	f
Arden	mf
Ardeshir	m
Ardgal	m
Ardghal	m
Ardian	m
Ardit	m
Ardita	f
Ardith	f
Ardito	m
Ardo	m
Arduino	m
Are	m
Aredvi	f
Areej	f
Aref	m
Areg	m
Areios	m
Arek	m
Areli	m
Aren	m
Arend	m
Ares	m
Aretas	m
Arete	f
Aretha	f
Arethousa	f
Arethusa	f
Areti	f
Arev	f
Arevig	f
Arevik	f
Arezoo	f
Arezou	f
Arezu	f
Argentina	f
Argentino	m
Argi	m
Argider	m
Argimiro	m
Argimirus	m
Argiñe	f
Argos	m
Argus	m
Argyris	m
Argyro	f
Argyros	m
Ari	m
Aría	f
Aria	fm
Ariadna	f
Ariadne	f
Ariadni	f
Ariah	f
Arian	m
Ariana	f
Ariane	f
Arianna	f
Arianne	f
Arianrhod	f
Arianwen	f
Aric	m
Aridai	m
Arie	m
Arieh	m
'Ari'el	m
Ariel	mf
Ariella	f
Arielle	f
Arienne	f
Aries	m
Arif	m
Arihel	m
Arij	f
Ārija	f
Arijana	f
Arijit	m
Ārijs	m
Arijus	m
Arik	m
Ariki	m
Arild	m
Arin	fm
Arina	f
Arioald	m
Aris	m
Arisha	f
Arista	f
Aristaeus	m
Aristaios	m
Aristarchos	m
Aristarchus	m
Aristarkh	m
Aristeas	m
Aristeides	m
Aristeidis	m
Aristeo	m
Aristeus	m
Aristide	m
Arístides	m
Aristides	m
Aristidis	m
Aristoboulos	m
Aristóbulo	m
Aristobulus	m
Aristocles	m
Aristodemos	m
Aristokles	m
Aristomache	f
Ariston	m
Aristophanes	m
Aristoteles	m
Aristotelis	m
Aristotle	m
Arisztid	m
Aritra	m
Aritz	m
Arius	m
Ariya	f
Ariyah	f
Arizona	f
Arja	f
Arjan	m
Arjen	m
Arjun	m
Arjuna	m
Arkadi	m
Arkadios	m
Arkadiusz	m
Arkadiy	m
Arkady	m
Arkaitz	m
Arke	fm
Arkhip	m
Arlan	m
Arlecchino	m
Arleen	f
Arlen	m
Arlene	f
Arlequin	m
Arlet	f
Arleta	f
Arlete	f
Arleth	f
Arlette	f
Arlie	fm
Arlindo	m
Arline	f
Arlo	m
Arlotto	m
Arma	m
Arman	m
Armand	m
Armandas	m
Armande	f
Armandine	f
Armando	m
Armands	m
Armani	mf
Ármann	m
Armas	m
Armazi	m
Armel	m
Armelle	f
Armen	m
Armenuhi	f
Armida	f
Armide	f
Ármin	m
Armin	m
Armine	f
Arminius	m
Armo	m
Arn	m
Arna	f
Arnaldo	m
Arnaq	f
Arnar	m
Arnas	m
Arnau	m
Arnaud	m
Arnaude	f
Arnbjörg	f
Arnbjørg	f
Arnbjǫrg	f
Arnborg	f
Arnd	m
Arndt	m
Arne	m
Arnfinn	m
Arnfinnr	m
Arnfried	m
Arnhild	f
Árni	m
Arnie	m
Arnifrid	m
Arnis	m
Arno	m
Arnoald	m
Arnold	m
Arnoldas	m
Arnoldo	m
Arnolds	m
Arnolfo	m
Arnór	m
Arnórr	m
Arnošt	m
Arnoud	m
Arnout	m
Arnstein	m
Arnsteinn	m
Arnt	m
Arnþór	m
Arnþórr	m
Arnulf	m
Arnulfo	m
Arnviðr	m
Aroa	f
Aroha	fm
Aroldo	m
Áron	m
Aron	m
Aronas	m
Aronne	m
Ārons	m
Árpád	m
Arpád	m
Arpi	f
Arpine	f
Arquímedes	m
Arran	m
Arrats	m
Arrigo	m
Arron	m
Arsaces	m
Aršak	m
Aršaka	m
Arsakes	m
Arsen	m
Arsène	m
Arseni	m
Arsénio	m
Arsênio	m
Arsenio	m
Arsenios	m
Arsenius	m
Arseniy	m
Arseny	m
Arshad	m
Arshaluys	fm
Arsinoe	f
Arslan	m
Arštat	f
Art	m
Artabasdos	m
Artabazos	m
Artair	m
Artak	m
Artan	m
Artashes	m
Artavasdes	m
Artavazd	m
Artavazda	m
Artaxerxes	m
Artaxias	m
Artaxšaça	m
Artem	m
Artemi	m
Artemidoros	m
Artemio	m
Artemios	m
Artemis	f
Artemisia	f
Artemisios	m
Artemius	m
Artemiy	m
Artemon	m
Artemy	m
Arthfael	m
Arthit	m
Arthmail	m
Arthur	m
Arti	f
Artie	mf
Artiom	m
Artis	m
Artjom	m
Artjoms	m
Arto	m
Artsiom	m
Artsyom	m
Arttu	m
Artturi	m
Artúr	m
Artur	m
Artūras	m
Arturo	m
Artūrs	m
Arturs	m
Artyom	m
Arujan	f
Arun	m
Aruna	mf
Arūnas	m
Arunaz	f
Arundhati	f
Arushi	f
Aruuzat	f
Aruzhan	f
Arvanta	m
Arve	m
Arvel	m
Arvid	m
Arvīds	m
Arvo	m
Arvydas	m
Arwa	f
Arwel	m
Arwen	f
Arwyn	m
Arya	mf
Aryabhata	m
Aryan	m
Aryana	f
Aryanna	f
Arye	m
Aryeh	m
Arzhang	m
Arzhel	m
Arzu	f
Ása	f
Åsa	f
Asa	m
Asabe	f
As'ad	m
Asad	m
Asadollah	m
Asadullah	m
Asaf	m
Asahi	mf
Asal	f
Asami	f
Asaph	m
Asar	m
Ásbjörn	m
Ásbjǫrn	m
Asbjörn	m
Asbjørn	m
Ascanio	m
Ascanius	m
Ascelin	m
Ascensión	f
Asclepiades	m
Asclepius	m
Asco	m
Ásdís	f
Asdrúbal	m
Asdzáán Nádleehé	f
Åse	f
Aseem	m
Asees	fm
Asef	m
Äsel	f
Asel	f
Asemahle	f
Asen	m
Asena	f
Asenath	f
Aseneth	f
Asenneth	f
Aser	m
Ásgeir	m
Asgeir	m
Ásgeirr	m
Asger	m
Ásgerðr	f
Ásgerður	f
Asghar	m
Ash	mf
Asha	f
Ashanti	fm
Asher	m
Asherah	f
Ashfaq	m
Åshild	f
Áshildr	f
Ashish	m
Ashkii	m
Ashlea	f
Ashlee	f
Ashleigh	f
Ashley	fm
Ashli	f
Ashlie	f
Ashling	f
Ashly	f
Ashlyn	f
Ashlynn	f
Ashmedai	m
Ashok	m
Ashoka	m
Ashot	m
Ashraf	mf
Ashraqat	f
Ashtad	f
'Ashtart	f
Ashton	mf
'Ashtoret	f
Ashtoreth	f
Ashtyn	fm
Ashur	m
Ashura	f
Ashur-Ahha-Iddina	m
Ashur-Bani-Apli	m
Ashurbanipal	m
Ashwin	m
Asia	f
Asier	m
Asif	m
Asih	f
Asija	f
Asil	mf
Asım	m
Asim	m
Asimina	f
Asiri	f
Asiya	f
Asiye	f
Asja	f
Ask	m
Askanios	m
Askar	m
Ásketill	m
Asklepiades	m
Asklepios	m
Asko	m
Askold	m
Askr	m
Aslan	m
Aslanbek	m
Áslaug	f
Aslaug	f
Asle	m
Aslı	f
Aslıhan	f
Aslög	f
Asløg	f
Əsma	f
Asma	f
Asmaa	f
Əsmanur	f
Əsmər	f
Asma'u	f
Asmodai	m
Asmodaios	m
Asmodeus	m
Åsmund	m
Ásmundr	m
Ásmundur	m
Əsnad	f
Asnappar	m
'Asnat	f
Åsne	f
Ásný	f
Aspasia	f
Aspen	fm
Aspyn	f
Asqar	m
Asra	f
Asse	m
Assia	f
Assol	f
Assumpció	f
Assumpta	f
Assunção	f
Assunta	f
Ásta	f
Asta	f
Astaroth	m
Astarte	f
Aster	fm
Asteria	f
Asterion	m
Asterios	m
Asterius	m
Astérix	m
Asterix	m
Asterope	f
Astghik	f
Aştî	fm
Astolfo	m
Aston	mf
Astor	m
Astoria	f
Astra	f
Astraea	f
Astraia	f
Astrape	f
Astri	f
Astrid	f
Astrīda	f
Astride	f
Astrit	m
Ástríðr	f
Ástríður	f
Astrophel	m
Asuka	fm
Asuman	f
Asun	f
Asunción	f
Ásvaldr	m
Aswathi	m
Asya	f
Asylym	f
Ata	mf
Ātaahua	f
Atabek	m
Atahualpa	m
Atajan	m
Atalanta	f
Atalia	f
Atallah	m
'Atalya	fm
Atanas	m
Atanase	m
Atanasie	m
Atanasij	m
Atanasija	f
Atanasije	m
Atanasio	m
Atanaska	f
Atara	f
Atarah	f
Atarangi	f
Ataullah	m
Atawhai	f
Atef	m
Atefeh	f
Atem	m
Aten	m
Atena	f
Atėnė	f
Atenea	f
Aþalaberhtaz	m
Aþalafuns	m
Aþalawulfaz	m
Aðalbjörg	f
Athaliah	fm
Aðalsteinn	m
Athan	m
Aþanagild	m
Athanagild	m
Aþanareiks	m
Athanaric	m
Athanas	m
Athanase	m
Athanasia	f
Athanasii	m
Athanasios	m
Athanasius	m
Athaulf	m
Aþawulfs	m
Athelstan	m
Aþena	f
Athéna	f
Athena	f
Athénaïs	f
Athenais	f
Athene	f
Athenodoros	m
Athina	f
Athol	mf
Atieno	f
Atif	m
Atifa	f
Atika	f
Atila	m
Atílio	m
Atilio	m
Atilius	m
Atilla	m
Atiya	mf
Atlas	m
Atle	m
Atli	m
Aton	m
Atossa	f
Atousa	f
Atreus	m
Atropates	m
Atropos	f
Atrpata	m
Atse	m
Atsuko	f
Atsushi	m
Atte	m
Atticus	m
Attikos	m
Attila	m
Attilio	m
Atuf	m
Atum	m
Auberi	m
Auberon	m
Aubert	m
Aubin	m
Aubree	f
Aubrey	mf
Aubriana	f
Aubrianna	f
Aubrie	f
Aubrielle	f
Aucaman	m
Aud	f
Auda	f
Audagar	m
Audamar	m
Audawakrs	m
Audaweniz	m
Aude	f
Auden	mf
Audhild	f
Audie	mf
Audley	m
Audo	m
Audoin	m
Audovacar	m
Audovera	f
Audowin	m
Audra	f
Audrea	f
Audrey	f
Audrius	m
Audronė	f
Audun	m
Augie	m
August	m
Augusta	f
Augustas	m
Auguste	mf
Augustė	f
Augustijn	m
Augustín	m
Augustin	m
Augustina	f
Augustinas	m
Augustine	mf
Augustinus	m
Augusto	m
Augusts	m
Augustus	m
Augustyn	m
Augustyna	f
Auke	m
Aukusti	m
Aulay	m
Auli	f
Aulikki	f
Aulis	m
Aulus	m
Aune	f
Aung	mf
Aura	f
Aurangzeb	m
Áurea	f
Aurea	f
Aurél	m
Aurel	m
Aurèle	m
Aurélia	f
Aurelia	f
Aurelian	m
Aureliana	f
Aureliano	m
Aurelianus	m
Aurélie	f
Aurélien	m
Aurelija	f
Aurelijus	m
Aurélio	m
Aurelio	m
Aurelius	m
Aureliusz	m
Aureole	f
Aurica	f
Aurică	m
Aurobindo	m
Auroora	f
Auróra	f
Aurora	f
Aurore	f
Ausma	f
Aušra	f
Austėja	f
Austen	m
Auster	m
Austin	m
Auston	m
Austra	f
Austyn	mf
Autchar	m
Auðr	fm
Auðrhildr	f
Auðun	m
Auður	f
Automne	f
Autumn	f
Auvo	m
Auxentios	m
Auxentius	m
Auxiliadora	f
Ava	f
Avag	m
Avah	f
Avaline	f
Avalokiteshvara	m
Avalon	f
Avalynn	f
Avani	f
Avanti	f
Avdey	m
'Avdi'el	m
Avdotya	f
Ave	f
Avedis	m
Avelina	f
Aveline	f
Avelino	m
Avenir	m
Avenirŭ	m
Averi	f
Averie	f
Averill	mf
Averroes	m
Avery	mf
Avet	m
Avetik	m
Avetis	m
Aveza	f
Avgust	m
Avgusta	f
Avguštin	m
Avhust	m
Avi	m
Avia	mf
Aviaaja	f
Aviâja	f
Aviana	f
Avianna	f
Avice	f
Avicenna	m
Avidan	m
'Avi'el	m
Aviel	m
Avigail	f
'Avigayil	f
'Avihayil	mf
Avihu	m
Avila	f
Avilius	m
'Avima'el	m
'Avimelekh	m
Avinash	m
Aviram	m
Avis	f
Avishag	f
Avishai	m
'Avishay	m
Avital	fm
Avitus	m
Aviv	mf
Aviva	f
'Aviya	mf
Aviya	f
Avksenti	m
Avksentiy	m
Avner	m
Avonlea	f
Avra	f
Avraam	m
Avraamŭ	m
Avraham	m
Avram	m
Avril	f
Avrora	f
Avrum	m
Avshalom	m
Avtandil	m
Avto	m
Awa	f
Awee	fm
Āwhina	f
Awilix	f
Awinita	f
Awiti	f
Awotwi	mf
Awstin	m
Axana	f
Axel	m
Axelle	f
Axl	m
Äxmät	m
Axmed	m
Axton	m
Aya	f
Ayaan	mf
Ayabonga	mf
Ayah	f
Ayajan	f
Ayaka	f
Ayako	f
Ayal	m
Ayala	f
Ayame	f
Ayan	mf
Ayana	mf
Ayanat	f
Ayanda	mf
Ayane	f
Ayanna	f
Ayano	f
Ayaru	f
Ayat	f
Ayaulym	f
Ayaz	m
Ayazhan	f
Aybəniz	f
Aybar	m
Aybars	m
Aybek	m
Ayberk	m
Ayça	f
Ayda	f
Aydan	fm
Aydana	f
Ayden	m
Aydın	m
Aydos	m
Ayele	m
Ayelen	f
Ayelet	f
Ayesha	f
Ayfer	f
Aygerim	f
Aygöl	f
Aygül	f
Aygul	f
Aygün	f
Ayhan	mf
Ayishah	f
Ayjamal	f
Aykorkem	f
Aykut	m
Ayla	f
Aylan	m
Aylani	f
Aylen	f
Aylín	f
Aylin	f
Ayliz	f
Aylmer	m
Ayman	m
Aymeri	m
Aymeric	m
Ayn	f
Aýna	f
Ayna	f
Aýnabat	f
Aynur	f
Aynura	f
Aynurə	f
Ayo	fm
Ayodeji	m
Ayodele	mf
Ayokunle	m
Ayomide	fm
Ayotunde	mf
Ayoub	m
Ayrat	m
Ayrton	m
Ayşə	f
Ayşən	f
Ayşe	f
Ayşegül	f
Aysel	f
Ayşenur	f
Aysha	f
Aysima	f
Aysu	f
Aysultan	m
Aysun	f
Aytac	f
Aytaç	mf
Aytən	f
Ayten	f
Aytore	m
Ayub	m
Ayuba	m
Ayumi	f
Ayumu	m
Ayün	f
Ayxan	m
Ayym	f
Ayyub	m
Ayzere	f
Ayzirek	f
Azad	m
Azahar	f
Azahara	f
Azalaïs	f
Azalea	f
Azaliya	f
Azamat	m
Azər	m
Azar	fm
Azareel	m
Azarel	m
Azaria	mf
Azariah	m
Azarias	m
'Azarya	m
Azat	m
Azazel	m
Azaziah	m
Azazias	m
'Azazyahu	m
Ažbe	m
Azel	m
Azélie	f
Azeneth	f
Azhar	m
Aziel	m
'Aziz	m
Əziz	m
Aziz	m
Aziza	f
Azizbek	m
Azize	f
Azra	f
Azrael	m
Azrahel	m
'Azri'el	m
Azriel	m
Azubah	f
Azubuike	m
Azucena	f
Ąžuolas	m
Azura	f
Azure	fm
Azzurra	f
Baadur	m
Baako	mf
Ba'al	m
Baal	m
Ba'al Hammon	m
Baal-Zebub	m
Ba'al Zevuv	m
Baard	m
Baatar	m
Baba	m
Babajide	m
Babak	m
Babar	m
Babatunde	m
Babe	mf
Baber	m
Babette	f
Babirye	f
Babis	m
Babs	f
Babür	m
Babur	m
Babylas	m
Bacchus	m
Bachir	m
Bachtiar	m
Bada	m
Badb	f
Bademus	m
Badhbh	f
Badr	mf
Badri	m
Badriya	f
Badriyah	f
Baduhilt	f
Badulf	m
Badurad	m
Baer	m
Bagadata	m
Baggi	m
Baghdasar	m
Bagher	m
Bagrat	m
Bagus	m
Baha	m
Bahaa	m
Bahadır	m
Bahador	m
Bahadur	m
Bahar	f
Bahargül	f
Bahati	fm
Bahdan	m
Bahia	f
Bahiga	f
Bahij	m
Bahija	f
Bahiyya	f
Bahman	m
Bahodir	m
Bahram	m
Bahrom	m
Bahtiyar	m
Bahtiyor	m
Bai	mf
Baia	f
Baiba	f
Baihu	m
Baila	f
Bailee	f
Bailey	mf
Báirbre	f
Bairre	m
Bairrfhionn	m
Baishan	m
Bajram	m
Bakar	m
Bakari	m
Bakarne	f
Bakchos	m
Baker	m
Bakhodir	m
Bakhrom	m
Bakht	mf
Bakhtiar	m
Bakhtiyar	m
Bakhtiyor	m
Bakhyt	mf
Bakhytzhan	m
Baki	m
Bakır	m
Bakir	m
Bakr	m
Baktybek	m
Baktygül	f
Bakyt	mf
Bal	m
Bala	mf
Baladeva	m
Balakrishna	m
Balam	m
Balarabe	m
Balaram	m
Balarama	m
Balázs	m
Balbina	f
Balbino	m
Balbinus	m
Balbus	m
Baldassare	m
Baldechild	f
Balder	m
Balderich	m
Baldev	m
Baldewin	m
Baldilo	m
Baldo	m
Baldomar	m
Baldomero	m
Baldovino	m
Baldr	m
Baldric	m
Balduíno	m
Balduino	m
Baldur	m
Baldwin	m
Balendin	m
Balfour	m
Bálint	m
Baljan	f
Balkrishna	m
Balla	f
Balor	m
Balqis	f
Baltasar	m
Baltassar	m
Baltazar	m
Balthasar	m
Balthazar	m
Balthild	f
Balwinder	mf
Balzhan	f
Bambang	m
Bambi	f
Bamidele	mf
Bandar	m
Bandi	m
Bandile	mf
Bane	m
Banele	mf
Bankole	m
Banks	m
Banquo	m
Banu	f
Bảo	mf
Bao	fm
Baptist	m
Baptista	m
Baptiste	m
Baptistin	m
Baptistine	f
Baqi	m
Baqir	m
Baqtiyar	m
Baqyt	mf
Baqytjan	m
Bára	f
Bara	f
Barabal	f
Barack	m
Barak	m
Baraka	m
Barakat	m
Baran	fm
Baraz	m
Barb	f
Bárbara	f
Barbara	f
Barbare	f
Barbe	f
Bärbel	f
Barbie	f
Barbora	f
Barbra	f
Barbro	f
Barclay	m
Bård	m
Bardulf	m
Barend	m
Barica	f
Barış	m
Barlaam	m
Barna	m
Barnaba	m
Barnabás	m
Barnabáš	m
Barnabas	m
Barnabé	m
Barnaby	m
Barney	m
Baron	m
Barouch	m
Barra	m
Barret	m
Barrett	m
Barrfind	m
Barrie	m
Barry	m
Bart	m
Barta	m
Bartal	m
Bartek	m
Bartel	m
Barthélémy	m
Bartholomaios	m
Bartholomäus	m
Bartholomei	m
Bartholomeus	m
Bartholomew	m
Bárðr	m
Bartłomiej	m
Bartol	m
Bartolo	m
Bartolomé	m
Bartolomea	f
Bartoloměj	m
Bartolomej	m
Bartolomeo	m
Bartolomeu	m
Bartomeu	m
Bartosz	m
Baruch	m
Barukh	m
Barun	m
Barys	m
Barzillai	m
Bas	m
Basajaun	m
Başak	f
Basant	m
Basanta	m
Basanti	f
Basemath	f
Basemmath	f
Bashar	m
Bashe	f
Basheer	m
Bashemath	f
Bashir	m
Bashkim	m
Bashō	m
Basia	f
Basil	m
Basile	m
Basileia	f
Basileios	m
Basilia	f
Basilio	m
Basilissa	f
Basilius	m
Basim	m
Basima	f
Bəşir	m
Basir	m
Basira	f
Basit	m
Basma	f
Basmat	f
Basmath	f
Bassam	m
Bassanio	m
Bassem	m
Bast	f
Bastet	f
Bastiaan	m
Bastian	m
Bastien	m
Basu	m
Basya	f
Bat	f
Batari	f
Batbayar	m
Bate	m
Batel	f
Bat-Erdene	m
Bathilde	f
Bathsheba	f
Batraz	m
Bat-sheva	f
Batsheva	f
Battista	m
Battsetseg	f
Batu	m
Batuhan	m
Batul	f
Batya	f
Batyah	f
Batyr	m
Bau	f
Baudilio	m
Baudouin	m
Baugulf	m
Bautista	m
Bauyrjan	m
Bauyrzhan	m
Baxter	m
Bəxtiyar	m
Baxtiyor	m
Baya	f
Bayani	m
Bayard	m
Baylee	f
Bayley	mf
Baylor	mf
Baýram	m
Bayram	m
Baz	m
Bazyli	m
Bazza	m
Bea	f
Bealdhild	f
Bear	m
Bearach	m
Beat	m
Beáta	f
Beata	f
Beāte	f
Beate	f
Beathag	f
Beathan	m
Béatrice	f
Beatrice	f
Beatrise	f
Beatriu	f
Beatrix	f
Beatriz	f
Beatrycze	f
Beatus	m
Beau	mf
Beauden	m
Beaumont	m
Beauregard	m
Beavis	m
Bebe	f
Bébhinn	f
Bébhionn	f
Bébinn	f
Becca	f
Becci	f
Bechara	m
Beck	mf
